OFFENSE_LATITUDE,OFFENSE_LONGITUDE,CATEGORY,Total_Occurrences,Weighted_Crime_Score
38.945,-76.9988,Simple Assault,2,2
38.945,-76.998,Simple Assault,1,1
38.945,-76.998,Weapon Violations,1,1
38.945,-76.9977,Aggravated Assault,1,1
38.945,-76.9977,Simple Assault,3,3
38.945,-76.997,Damage to Property,1,1
38.945,-76.997,Offenses Against Family & Children,1,1
38.945,-76.997,Simple Assault,1,1
38.945,-76.997,Weapon Violations,1,1
38.945,-76.996,Offenses Against Family & Children,1,1
38.945,-76.9908,Traffic Violations,1,2
38.945,-76.9896, rcotics,1,1
38.945,-76.989,Other Crimes,1,1
38.945,-76.9885,Assault with a Dangerous Weapon,1,8
38.945,-76.9885,Burglary,1,6
38.945,-76.9885,Simple Assault,3,3
38.945,-76.988,Driving/Boating While Intoxicated,1,1
38.945,-76.988,Release Violations/Fugitive,3,3
38.945,-76.988,Simple Assault,1,1
38.945,-76.988,Theft,2,2
38.945,-76.9873,Assault with a Dangerous Weapon,2,16
38.945,-76.9873,Simple Assault,1,1
38.945,-76.9873,Theft,1,1
38.945,-76.9873,Traffic Violations,1,2
38.945,-76.9815,Traffic Violations,1,2
38.945,-76.979,Driving/Boating While Intoxicated,2,2
38.945,-76.977,Assault on a Police Officer,1,1
38.945,-76.977,Damage to Property,1,1
38.945,-76.977,Driving/Boating While Intoxicated,2,2
38.945,-76.9769,Assault with a Dangerous Weapon,1,8
38.945,-76.9769,Simple Assault,2,2
38.945,-76.976,Driving/Boating While Intoxicated,2,2
38.945,-76.976,Release Violations,1,1
38.9459,-77.0957, rcotics,1,1
38.9459,-77.0957,Driving/Boating While Intoxicated,1,1
38.9459,-77.0957,Simple Assault,1,1
38.9459,-77.0957,Theft,1,1
38.9459,-77.0957,Weapon Violations,1,1
38.9459,-77.0946,Simple Assault,1,1
38.9459,-77.0934,Other Crimes,1,1
38.9459,-77.0911,Traffic Violations,1,2
38.9459,-77.0865,Traffic Violations,1,2
38.9459,-77.0831,Robbery,1,7
38.9459,-77.0807,Traffic Violations,1,2
38.9459,-77.0796,Other Crimes,1,1
38.9459,-77.0784,Driving/Boating While Intoxicated,1,1
38.9459,-77.0784,Liquor Law Violations,1,1
38.9459,-77.0784,Other Crimes,2,2
38.9459,-77.0784,Traffic Violations,2,4
38.9459,-77.0773,Liquor Law Violations,1,1
38.9459,-77.0658,Traffic Violations,1,2
38.9459,-77.0646,Robbery,2,14
38.9459,-77.0646,Simple Assault,2,2
38.9459,-77.0646,Theft,1,1
38.9459,-77.0646,Traffic Violations,1,2
38.9459,-77.0634,Burglary,1,6
38.9459,-77.0634,Fraud and Fi ncial Crimes,1,1
38.9459,-77.0427,Theft from Auto,1,1
38.9459,-77.0427,Traffic Violations,1,2
38.9459,-77.0415,Simple Assault,1,1
38.9459,-77.0404,Simple Assault,1,1
38.9459,-77.0381,Release Violations/Fugitive,1,1
38.9459,-77.0369,Traffic Violations,1,2
38.9459,-77.0358,Traffic Violations,1,2
38.9459,-77.0346,Burglary,1,6
38.9459,-77.0346,Fraud and Fi ncial Crimes,1,1
38.9459,-77.0346,Release Violations/Fugitive,1,1
38.9459,-77.0346,Simple Assault,1,1
38.9459,-77.0346,Traffic Violations,1,2
38.9459,-77.0335,Driving/Boating While Intoxicated,1,1
38.9459,-77.0335,Liquor Law Violations,2,2
38.9459,-77.0335,Release Violations/Fugitive,1,1
38.9459,-77.0335,Simple Assault,3,3
38.9459,-77.0335,Traffic Violations,2,4
38.9459,-77.0323,Assault on a Police Officer,1,1
38.9459,-77.0323,Assault with a Dangerous Weapon,2,16
38.9459,-77.0323,Damage to Property,1,1
38.9459,-77.0323,Disorderly Conduct,1,1
38.9459,-77.0323,Offenses Against Family & Children,1,1
38.9459,-77.0323,Other Crimes,7,7
38.9459,-77.0323,Release Violations/Fugitive,4,4
38.9459,-77.0323,Simple Assault,5,5
38.9459,-77.0311,Driving/Boating While Intoxicated,2,2
38.9459,-77.0311,Robbery,1,7
38.9459,-77.0311,Simple Assault,2,2
38.9459,-77.03,Liquor Law Violations,1,1
38.9459,-77.03,Simple Assault,7,7
38.9459,-77.03,Traffic Violations,1,2
38.9459,-77.0288, rcotics,1,1
38.9459,-77.0288,Offenses Against Family & Children,1,1
38.9459,-77.0288,Other Crimes,1,1
38.9459,-77.0288,Simple Assault,1,1
38.9459,-77.0277,Aggravated Assault,1,1
38.9459,-77.0277,Assault on a Police Officer,1,1
38.9459,-77.0277,Release Violations/Fugitive,1,1
38.9459,-77.0265,Aggravated Assault,1,1
38.9459,-77.0265,Assault on a Police Officer,1,1
38.9459,-77.0265,Assault with a Dangerous Weapon,1,8
38.9459,-77.0265,Driving/Boating While Intoxicated,2,2
38.9459,-77.0265,Liquor Law Violations,1,1
38.9459,-77.0265,Offenses Against Family & Children,1,1
38.9459,-77.0265,Other Crimes,1,1
38.9459,-77.0265,Release Violations/Fugitive,2,2
38.9459,-77.0265,Robbery,1,7
38.9459,-77.0265,Sex Offenses,1,10
38.9459,-77.0265,Simple Assault,6,6
38.9459,-77.0265,Theft,1,1
38.9459,-77.0265,Traffic Violations,2,4
38.9459,-77.0254, rcotics,1,1
38.9459,-77.0254,Disorderly Conduct,1,1
38.9459,-77.0254,Driving/Boating While Intoxicated,1,1
38.9459,-77.0254,Robbery,1,7
38.9459,-77.0254,Simple Assault,1,1
38.9459,-77.0254,Traffic Violations,1,2
38.9459,-77.0242, rcotics,2,2
38.9459,-77.0242,Release Violations/Fugitive,1,1
38.9459,-77.0242,Robbery,2,14
38.9459,-77.0242,Simple Assault,1,1
38.9459,-77.0231,Liquor Law Violations,1,1
38.9459,-77.0231,Traffic Violations,2,4
38.9459,-77.0219,Assault with a Dangerous Weapon,1,8
38.9459,-77.0219,Robbery,2,14
38.9459,-77.0219,Simple Assault,5,5
38.9459,-77.0219,Traffic Violations,2,4
38.9459,-77.0208, rcotics,3,3
38.9459,-77.0208,Release Violations/Fugitive,1,1
38.9459,-77.0208,Simple Assault,1,1
38.9459,-77.0208,Theft,1,1
38.9459,-77.0208,Traffic Violations,1,2
38.9459,-77.0208,Weapon Violations,3,3
38.9459,-77.0196,Disorderly Conduct,1,1
38.9459,-77.0196,Liquor Law Violations,1,1
38.9459,-77.0196,Motor Vehicle Theft,1,1
38.9459,-77.0196,Simple Assault,2,2
38.9459,-77.0196,Traffic Violations,1,2
38.9459,-77.0185,Burglary,1,6
38.9459,-77.0185,Driving/Boating While Intoxicated,1,1
38.9459,-77.0185,Simple Assault,1,1
38.9459,-77.0173,Simple Assault,1,1
38.9459,-77.0173,Traffic Violations,1,2
38.9459,-77.0161,Simple Assault,1,1
38.9459,-77.0138,Sex Offenses,1,10
38.9459,-77.0092,Driving/Boating While Intoxicated,1,1
38.9459,-77.0092,Traffic Violations,1,2
38.9459,-77.0081,Simple Assault,1,1
38.9459,-77.0081,Traffic Violations,1,2
38.9459,-77.0069,Assault with a Dangerous Weapon,1,8
38.9459,-77.0069,Driving/Boating While Intoxicated,1,1
38.9459,-77.0069,Offenses Against Family & Children,1,1
38.9459,-77.0069,Prostitution,1,6
38.9459,-77.0069,Release Violations/Fugitive,2,2
38.9459,-77.0069,Sex Abuse,1,9
38.9459,-77.0069,Simple Assault,9,9
38.9459,-77.0069,Traffic Violations,1,2
38.9459,-77.0058, rcotics,1,1
38.9459,-77.0058,Assault with a Dangerous Weapon,2,16
38.9459,-77.0058,Damage to Property,4,4
38.9459,-77.0058,Simple Assault,2,2
38.9459,-77.0058,Weapon Violations,3,3
38.9459,-77.0046,Assault with a Dangerous Weapon,1,8
38.9459,-77.0046,Liquor Law Violations,2,2
38.9459,-77.0046,Simple Assault,1,1
38.9459,-76.9988,Burglary,1,6
38.9459,-76.9988,Simple Assault,2,2
38.9459,-76.9977,Assault with a Dangerous Weapon,1,8
38.9459,-76.9965,Simple Assault,1,1
38.9459,-76.9965,Traffic Violations,2,4
38.9459,-76.9954,Traffic Violations,1,2
38.9459,-76.9942,Simple Assault,2,2
38.9459,-76.9908,Aggravated Assault,1,1
38.9459,-76.9908,Assault with a Dangerous Weapon,1,8
38.9459,-76.9908,Release Violations/Fugitive,3,3
38.9459,-76.9908,Sex Abuse,1,9
38.9459,-76.9908,Simple Assault,2,2
38.9459,-76.9896,Simple Assault,1,1
38.9459,-76.9896,Traffic Violations,1,2
38.9459,-76.9885,Simple Assault,1,1
38.9459,-76.9885,Traffic Violations,2,4
38.9459,-76.9827,Simple Assault,1,1
38.9459,-76.9815,Burglary,1,6
38.9459,-76.9815,Simple Assault,1,1
38.9459,-76.9792,Driving/Boating While Intoxicated,1,1
38.9459,-76.9781,Assault with a Dangerous Weapon,1,8
38.9459,-76.9781,Driving/Boating While Intoxicated,2,2
38.9459,-76.9781,Other Crimes,1,1
38.9459,-76.9781,Release Violations/Fugitive,1,1
38.9459,-76.9781,Simple Assault,1,1
38.9459,-76.9781,Theft,1,1
38.9459,-76.9781,Traffic Violations,1,2
38.9459,-76.9781,Vending Violations,1,1
38.946,-77.097,Burglary,1,6
38.946,-77.096,Burglary,1,6
38.946,-77.096,Property Crimes,1,1
38.946,-77.096,Release Violations,1,1
38.946,-77.093,Simple Assault,1,1
38.946,-77.089,Simple Assault,1,1
38.946,-77.086,Property Crimes,1,1
38.946,-77.08,Other Crimes,1,1
38.946,-77.08,Simple Assault,1,1
38.946,-77.078,Damage to Property,1,1
38.946,-77.078,Theft,1,1
38.946,-77.078,Traffic Violations,1,2
38.946,-77.078,Weapon Violations,1,1
38.946,-77.077,Simple Assault,1,1
38.946,-77.074,Other Crimes,1,1
38.946,-77.074,Traffic Violations,1,2
38.946,-77.071,Weapon Violations,1,1
38.946,-77.067,Simple Assault,2,2
38.946,-77.066,Simple Assault,1,1
38.946,-77.065,Assault with a Dangerous Weapon,1,8
38.946,-77.065,Damage to Property,1,1
38.946,-77.065,Release Violations,2,2
38.946,-77.065,Release Violations/Fugitive (Warr),1,1
38.946,-77.065,Sex Offenses,1,10
38.946,-77.065,Simple Assault,2,2
38.946,-77.065,Theft,1,1
38.946,-77.065,Traffic Violations,2,4
38.946,-77.064,Driving/Boating While Intoxicated,1,1
38.946,-77.064,Simple Assault,2,2
38.946,-77.058,Other Crimes,1,1
38.946,-77.044,Simple Assault,2,2
38.946,-77.043,Property Crimes,1,1
38.946,-77.042,Simple Assault,1,1
38.946,-77.042,Traffic Violations,2,4
38.946,-77.039,Other Crimes,1,1
38.946,-77.037,Traffic Violations,1,2
38.946,-77.035,Driving/Boating While Intoxicated,1,1
38.946,-77.035,Simple Assault,3,3
38.946,-77.035,Traffic Violations,1,2
38.946,-77.034,Burglary,1,6
38.946,-77.034,Simple Assault,3,3
38.946,-77.033,Aggravated Assault,1,1
38.946,-77.033,Assault on a Police Officer,1,1
38.946,-77.033,Narcotics,2,10
38.946,-77.033,Other Crimes,1,1
38.946,-77.033,Simple Assault,3,3
38.946,-77.033,Traffic Violations,1,2
38.946,-77.032,Narcotics,1,5
38.946,-77.032,Other Crimes,1,1
38.946,-77.031,Offenses Against Family & Children,1,1
38.946,-77.031,Property Crimes,1,1
38.946,-77.031,Simple Assault,2,2
38.946,-77.03,Damage to Property,2,2
38.946,-77.03,Driving/Boating While Intoxicated,1,1
38.946,-77.03,Other Crimes,1,1
38.946,-77.03,Sex Abuse,1,9
38.946,-77.03,Sex Offenses,1,10
38.946,-77.03,Simple Assault,8,8
38.946,-77.03,Traffic Violations,2,4
38.946,-77.03,Weapon Violations,2,2
38.946,-77.029,Narcotics,1,5
38.946,-77.029,Property Crimes,1,1
38.946,-77.029,Simple Assault,2,2
38.946,-77.029,Traffic Violations,1,2
38.946,-77.029,Weapon Violations,1,1
38.946,-77.028,Weapon Violations,1,1
38.946,-77.027,Narcotics,1,5
38.946,-77.027,Release Violations/Fugitive,1,1
38.946,-77.027,Simple Assault,2,2
38.946,-77.027,Traffic Violations,2,4
38.946,-77.027,Weapon Violations,2,2
38.946,-77.026,Driving/Boating While Intoxicated,2,2
38.946,-77.026,Property Crimes,2,2
38.946,-77.026,Release Violations/Fugitive,2,2
38.946,-77.026,Simple Assault,1,1
38.946,-77.026,Theft,1,1
38.946,-77.026,Traffic Violations,2,4
38.946,-77.025,Driving/Boating While Intoxicated,1,1
38.946,-77.024,Offenses Against Family & Children,1,1
38.946,-77.024,Traffic Violations,1,2
38.946,-77.023,Narcotics,1,5
38.946,-77.023,Release Violations/Fugitive (Warr),1,1
38.946,-77.022,Release Violations/Fugitive,1,1
38.946,-77.022,Traffic Violations,2,4
38.946,-77.021,Simple Assault,6,6
38.946,-77.021,Traffic Violations,1,2
38.946,-77.02,Other Crimes,1,1
38.946,-77.02,Release Violations/Fugitive,1,1
38.946,-77.02,Simple Assault,2,2
38.946,-77.02,Traffic Violations,1,2
38.946,-77.02,Weapon Violations,1,1
38.946,-77.018,Other Crimes,1,1
38.946,-77.018,Simple Assault,2,2
38.946,-77.017,Narcotics,1,5
38.946,-77.014,Release Violations/Fugitive,1,1
38.946,-77.008,Assault on a Police Officer,1,1
38.946,-77.008,Damage to Property,1,1
38.946,-77.008,Driving/Boating While Intoxicated,1,1
38.946,-77.008,Narcotics,1,5
38.946,-77.008,Offenses Against Family & Children,1,1
38.946,-77.008,Sex Abuse,1,9
38.946,-77.008,Simple Assault,1,1
38.946,-77.007,Damage to Property,1,1
38.946,-77.007,Driving/Boating While Intoxicated,2,2
38.946,-77.007,Offenses Against Family & Children,1,1
38.946,-77.007,Robbery,1,7
38.946,-77.007,Simple Assault,4,4
38.946,-77.007,Traffic Violations,1,2
38.946,-77.006,Damage to Property,1,1
38.946,-77.006,Driving/Boating While Intoxicated,1,1
38.946,-77.006,Sex Offenses,1,10
38.946,-77.006,Simple Assault,5,5
38.946,-77.006,Traffic Violations,2,4
38.946,-77.006,Weapon Violations,2,2
38.946,-77.005,Motor Vehicle Theft,1,1
38.946,-77.005,Simple Assault,8,8
38.946,-77.005,Weapon Violations,2,2
38.946,-76.999,Driving/Boating While Intoxicated,2,2
38.946,-76.999,Release Violations/Fugitive (Warr),1,1
38.946,-76.999,Simple Assault,3,3
38.946,-76.999,Traffic Violations,1,2
38.946,-76.998,Release Violations/Fugitive,1,1
38.946,-76.998,Simple Assault,2,2
38.946,-76.997,Simple Assault,1,1
38.946,-76.997,Traffic Violations,2,4
38.946,-76.996,Assault on a Police Officer,1,1
38.946,-76.996,Assault with a Dangerous Weapon,1,8
38.946,-76.996,Simple Assault,1,1
38.946,-76.995,Traffic Violations,1,2
38.946,-76.994,Theft,1,1
38.946,-76.992,Robbery,1,7
38.946,-76.991,Traffic Violations,1,2
38.946,-76.99,Simple Assault,2,2
38.946,-76.989,Offenses Against Family & Children,1,1
38.946,-76.989,Other Crimes,1,1
38.946,-76.989,Simple Assault,2,2
38.946,-76.989,Weapon Violations,1,1
38.946,-76.988,Property Crimes,1,1
38.946,-76.988,Traffic Violations,1,2
38.946,-76.987,Damage to Property,1,1
38.946,-76.987,Simple Assault,1,1
38.946,-76.981,Simple Assault,3,3
38.946,-76.979,Other Crimes,1,1
38.946,-76.979,Traffic Violations,1,2
38.946,-76.978,Property Crimes,1,1
38.946,-76.978,Simple Assault,2,2
38.946,-76.978,Theft,2,2
38.946,-76.978,Theft from Auto,1,1
38.946,-76.978,Traffic Violations,1,2
38.946,-76.978,Weapon Violations,2,2
38.9468,-77.1004,Release Violations/Fugitive,1,1
38.9468,-77.0992,Simple Assault,1,1
38.9468,-77.0923,Burglary,1,6
38.9468,-77.0796,Assault on a Police Officer,1,1
38.9468,-77.0796,Driving/Boating While Intoxicated,1,1
38.9468,-77.0796,Liquor Law Violations,4,4
38.9468,-77.0796,Theft,1,1
38.9468,-77.0796,Traffic Violations,1,2
38.9468,-77.0773,Fraud and Fi ncial Crimes,1,1
38.9468,-77.0761,Liquor Law Violations,1,1
38.9468,-77.0704,Release Violations/Fugitive,1,1
38.9468,-77.0669,Other Crimes,1,1
38.9468,-77.0658,Driving/Boating While Intoxicated,1,1
38.9468,-77.0658,Fraud and Fi ncial Crimes,1,1
38.9468,-77.0658,Offenses Against Family & Children,1,1
38.9468,-77.0658,Other Crimes,2,2
38.9468,-77.0658,Prostitution,1,6
38.9468,-77.0658,Release Violations/Fugitive,1,1
38.9468,-77.0658,Simple Assault,5,5
38.9468,-77.0658,Theft,1,1
38.9468,-77.0658,Traffic Violations,1,2
38.9468,-77.0646,Burglary,1,6
38.9468,-77.0646,Disorderly Conduct,1,1
38.9468,-77.0646,Other Crimes,1,1
38.9468,-77.0427,Property Crimes,1,1
38.9468,-77.0392,Robbery,1,7
38.9468,-77.0392,Simple Assault,1,1
38.9468,-77.0358,Burglary,1,6
38.9468,-77.0358,Theft,1,1
38.9468,-77.0346,Simple Assault,2,2
38.9468,-77.0346,Theft,1,1
38.9468,-77.0335, rcotics,1,1
38.9468,-77.0335,Assault with a Dangerous Weapon,2,16
38.9468,-77.0335,Damage to Property,1,1
38.9468,-77.0335,Other Crimes,1,1
38.9468,-77.0335,Release Violations/Fugitive,1,1
38.9468,-77.0335,Simple Assault,1,1
38.9468,-77.0335,Vending Violations,1,1
38.9468,-77.0323,Assault on a Police Officer,1,1
38.9468,-77.0311,Driving/Boating While Intoxicated,1,1
38.9468,-77.0311,Traffic Violations,1,2
38.9468,-77.03,Simple Assault,1,1
38.9468,-77.03,Theft,1,1
38.9468,-77.0288,Assault with a Dangerous Weapon,1,8
38.9468,-77.0288,Offenses Against Family & Children,1,1
38.9468,-77.0288,Property Crimes,1,1
38.9468,-77.0288,Simple Assault,3,3
38.9468,-77.0277,Assault with a Dangerous Weapon,1,8
38.9468,-77.0277,Simple Assault,1,1
38.9468,-77.0265,Assault with a Dangerous Weapon,2,16
38.9468,-77.0265,Damage to Property,1,1
38.9468,-77.0265,Liquor Law Violations,1,1
38.9468,-77.0265,Property Crimes,1,1
38.9468,-77.0265,Sex Offenses,1,10
38.9468,-77.0265,Traffic Violations,8,16
38.9468,-77.0254, rcotics,2,2
38.9468,-77.0254,Driving/Boating While Intoxicated,1,1
38.9468,-77.0254,Release Violations/Fugitive,1,1
38.9468,-77.0254,Robbery,1,7
38.9468,-77.0254,Simple Assault,4,4
38.9468,-77.0254,Traffic Violations,4,8
38.9468,-77.0254,Weapon Violations,1,1
38.9468,-77.0242, rcotics,1,1
38.9468,-77.0242,Assault with a Dangerous Weapon,1,8
38.9468,-77.0242,Damage to Property,2,2
38.9468,-77.0242,Gambling,3,3
38.9468,-77.0242,Property Crimes,1,1
38.9468,-77.0242,Release Violations/Fugitive,2,2
38.9468,-77.0242,Robbery,1,7
38.9468,-77.0242,Sex Offenses,1,10
38.9468,-77.0242,Simple Assault,6,6
38.9468,-77.0242,Traffic Violations,3,6
38.9468,-77.0242,Weapon Violations,1,1
38.9468,-77.0231,Assault with a Dangerous Weapon,1,8
38.9468,-77.0231,Driving/Boating While Intoxicated,1,1
38.9468,-77.0231,Simple Assault,2,2
38.9468,-77.0231,Traffic Violations,1,2
38.9468,-77.0219, rcotics,1,1
38.9468,-77.0219,Traffic Violations,1,2
38.9468,-77.0208, rcotics,1,1
38.9468,-77.0208,Assault with a Dangerous Weapon,1,8
38.9468,-77.0208,Damage to Property,1,1
38.9468,-77.0208,Disorderly Conduct,2,2
38.9468,-77.0208,Driving/Boating While Intoxicated,1,1
38.9468,-77.0208,Other Crimes,1,1
38.9468,-77.0208,Release Violations/Fugitive,3,3
38.9468,-77.0208,Simple Assault,3,3
38.9468,-77.0208,Traffic Violations,3,6
38.9468,-77.0196, rcotics,3,3
38.9468,-77.0196,Burglary,1,6
38.9468,-77.0196,Release Violations/Fugitive,4,4
38.9468,-77.0196,Simple Assault,6,6
38.9468,-77.0196,Traffic Violations,1,2
38.9468,-77.0196,Weapon Violations,2,2
38.9468,-77.0185, rcotics,1,1
38.9468,-77.0185,Damage to Property,1,1
38.9468,-77.0185,Driving/Boating While Intoxicated,1,1
38.9468,-77.0185,Property Crimes,1,1
38.9468,-77.0185,Release Violations/Fugitive,2,2
38.9468,-77.0185,Robbery,1,7
38.9468,-77.0185,Simple Assault,4,4
38.9468,-77.0185,Theft,1,1
38.9468,-77.0185,Traffic Violations,1,2
38.9468,-77.0185,Weapon Violations,1,1
38.9468,-77.0173, rcotics,6,6
38.9468,-77.0173,Arson,1,1
38.9468,-77.0173,Assault with a Dangerous Weapon,1,8
38.9468,-77.0173,Burglary,1,6
38.9468,-77.0173,Driving/Boating While Intoxicated,1,1
38.9468,-77.0173,Sex Offenses,1,10
38.9468,-77.0173,Traffic Violations,3,6
38.9468,-77.0081,Assault on a Police Officer,1,1
38.9468,-77.0081,Burglary,1,6
38.9468,-77.0081,Driving/Boating While Intoxicated,1,1
38.9468,-77.0081,Liquor Law Violations,1,1
38.9468,-77.0081,Offenses Against Family & Children,1,1
38.9468,-77.0081,Other Crimes,1,1
38.9468,-77.0081,Release Violations/Fugitive,3,3
38.9468,-77.0081,Simple Assault,10,10
38.9468,-77.0081,Traffic Violations,5,10
38.9468,-77.0069,Assault with a Dangerous Weapon,1,8
38.9468,-77.0069,Damage to Property,2,2
38.9468,-77.0069,Driving/Boating While Intoxicated,1,1
38.9468,-77.0069,Sex Abuse,1,9
38.9468,-77.0069,Simple Assault,4,4
38.9468,-77.0069,Traffic Violations,2,4
38.9468,-77.0058,Damage to Property,1,1
38.9468,-77.0058,Driving/Boating While Intoxicated,1,1
38.9468,-77.0058,Simple Assault,2,2
38.9468,-76.9988, rcotics,1,1
38.9468,-76.9988,Traffic Violations,1,2
38.9468,-76.9977, rcotics,2,2
38.9468,-76.9977,Assault on a Police Officer,1,1
38.9468,-76.9977,Release Violations/Fugitive,1,1
38.9468,-76.9977,Simple Assault,2,2
38.9468,-76.9977,Weapon Violations,1,1
38.9468,-76.9965,Simple Assault,1,1
38.9468,-76.9954,Release Violations/Fugitive,1,1
38.9468,-76.9954,Simple Assault,1,1
38.9468,-76.9942,Release Violations/Fugitive,1,1
38.9468,-76.9931,Simple Assault,1,1
38.9468,-76.9919,Aggravated Assault,2,2
38.9468,-76.9919,Assault with a Dangerous Weapon,1,8
38.9468,-76.9919,Simple Assault,1,1
38.9468,-76.9919,Theft,1,1
38.9468,-76.9896,Aggravated Assault,1,1
38.9468,-76.9896,Driving/Boating While Intoxicated,1,1
38.9468,-76.9896,Release Violations/Fugitive,1,1
38.9468,-76.9896,Traffic Violations,1,2
38.9468,-76.9885,Traffic Violations,2,4
38.9468,-76.9827,Simple Assault,1,1
38.9468,-76.9815,Fraud and Fi ncial Crimes,1,1
38.9468,-76.9815,Simple Assault,1,1
38.9468,-76.9804,Burglary,3,18
38.9468,-76.9781, rcotics,1,1
38.9468,-76.9781,Driving/Boating While Intoxicated,1,1
38.9468,-76.9781,Liquor Law Violations,1,1
38.9468,-76.9781,Traffic Violations,2,4
38.947,-77.099,Release Violations/Fugitive (Warr),1,1
38.947,-77.094,Other Crimes,1,1
38.947,-77.081,Release Violations/Fugitive,1,1
38.947,-77.081,Release Violations/Fugitive (Warr),1,1
38.947,-77.08,Simple Assault,1,1
38.947,-77.079,Damage to Property,1,1
38.947,-77.079,Robbery,1,7
38.947,-77.079,Simple Assault,3,3
38.947,-77.079,Traffic Violations,1,2
38.947,-77.079,Weapon Violations,1,1
38.947,-77.077,Traffic Violations,1,2
38.947,-77.073,Driving/Boating While Intoxicated,1,1
38.947,-77.073,Simple Assault,1,1
38.947,-77.072,Traffic Violations,1,2
38.947,-77.068,Traffic Violations,1,2
38.947,-77.066,Assault on a Police Officer,1,1
38.947,-77.066,Assault with a Dangerous Weapon,1,8
38.947,-77.066,Damage to Property,1,1
38.947,-77.066,Driving/Boating While Intoxicated,1,1
38.947,-77.066,Homicide,1,8
38.947,-77.066,Other Crimes,5,5
38.947,-77.066,Prostitution,2,12
38.947,-77.066,Release Violations,1,1
38.947,-77.066,Sex Abuse,2,18
38.947,-77.066,Sex Offenses,1,10
38.947,-77.066,Simple Assault,15,15
38.947,-77.066,Theft,2,2
38.947,-77.065,Damage to Property,1,1
38.947,-77.065,Property Crimes,1,1
38.947,-77.065,Release Violations/Fugitive (Warr),1,1
38.947,-77.065,Simple Assault,3,3
